Folio de Pago 2.0,00:09,26-09-2024 11:59:53,26-09-2024 12:00:02,Pasado,Se debe de usar la version más actualizada de Google Chrome en Windows,ValidUserData,Se debe de verificar que la entrada del campo sea visible para el usuario,SeleniumArquetipo1.Src.Test.TestCases.TC_DataDriven.TC_DataDriven,1. Entrar a la pagina de Orange HRM LIVE,1. Entró a la pagina de Orange HRM LIVE correctamente,Pasado,C:\Users\Andres.Cortes\Documents\SELENIUM_C\APPIUM_PYTHON\24_AXITY_AR34_A_SABIK_SELENIUM_C-\SeleniumArquetipo\Src\Test\Screenshots\screenshot-2024-09-26-115956.png
-,-,01-01-0001 00:00:00,01-01-0001 00:00:00,-,-,-,-,-,2. Escribir texto en Username y Password,2. Se verifica que el texto se ha escrito en Username y  Password,Pasado,C:\Users\Andres.Cortes\Documents\SELENIUM_C\APPIUM_PYTHON\24_AXITY_AR34_A_SABIK_SELENIUM_C-\SeleniumArquetipo\Src\Test\Screenshots\screenshot-2024-09-26-115958.png
-,-,01-01-0001 00:00:00,01-01-0001 00:00:00,-,-,-,-,-,3.Entrar a Main Page,3.Se entró a Main Page,Pasado,C:\Users\Andres.Cortes\Documents\SELENIUM_C\APPIUM_PYTHON\24_AXITY_AR34_A_SABIK_SELENIUM_C-\SeleniumArquetipo\Src\Test\Screenshots\screenshot-2024-09-26-120002.png
